Index,Sequence,label,Start_time,End_time,output,conv1,conv2,conv3
8455,218 94 99 94 314 99 314 191 191,0,2005-09-03-19.18.58.745318,2005-09-03 19:18:59.356905,"6.1627349853515625,-5.685831546783447","0.0,5.307816505432129,0.7427828907966614,0.0,7.041782855987549,3.3308265209198,3.291550636291504,1.9029737710952759,0.0,3.4338276386260986,0.0,4.1708903312683105,0.0,5.7547078132629395,3.4009017944335938,0.0","0.0,0.0,0.0,0.0,2.6990020275115967,0.0,0.0,3.484874725341797,0.0,2.424006938934326,0.0,0.0,5.755280494689941,7.9471235275268555,0.0,6.1225152015686035","0.0,5.308480739593506,0.0,0.0,8.196020126342773,3.7242591381073,0.0,0.0,8.927639961242676,0.0,4.401039123535156,0.0,1.0796808004379272,3.7391953468322754,6.558177947998047,4.18752384185791"
8309,259 167 259 167 259 167 259 167 259 259 167 167,0,2005-09-02-17.47.38.247073,2005-09-02 17:47:44.447675,"5.789965629577637,-5.361835956573486","0.0,4.938602447509766,0.6204267144203186,0.0,6.30393123626709,3.006014108657837,3.2498202323913574,1.5140365362167358,0.0,3.0702714920043945,0.0,4.047333717346191,0.0,4.940783977508545,3.4275553226470947,0.0","0.0,0.0,0.0,0.0,3.0102059841156006,0.0,0.0,3.3270134925842285,0.0,2.7687251567840576,0.0,0.0,5.6608195304870605,6.913864612579346,0.0,5.190202236175537","0.0,4.966958045959473,0.0,0.0,7.574697017669678,3.4468436241149902,0.0,0.0,8.121033668518066,0.0,4.244561195373535,0.0,1.0187718868255615,3.6378355026245117,5.975954532623291,4.023133277893066"
8374,118 118 118 118 118 118 118 118,0,2005-09-03-05.57.20.355874,2005-09-03 05:57:20.669202,"6.015870094299316,-5.537240028381348","0.0,4.994629859924316,0.5726571679115295,0.0,6.580574989318848,3.141472101211548,3.475407361984253,1.689831018447876,0.0,3.1787497997283936,0.0,4.0311598777771,0.0,5.258883953094482,3.472972869873047,0.0","0.0,0.0,0.0,0.0,3.0382277965545654,0.0,0.0,3.5658035278320312,0.0,2.8303089141845703,0.0,0.0,5.776688575744629,7.261617183685303,0.0,5.605162143707275","0.0,5.130070686340332,0.0,0.0,7.771749496459961,3.6175143718719482,0.0,0.0,8.564695358276367,0.0,4.3828558921813965,0.0,0.9364176392555237,3.7104809284210205,6.2774248123168945,4.155723571777344"
8897,94 70 94 94 218 314 70 314 314 191 70 191 191 70 70 99 99,0,2005-09-13-06.57.55.630201,2005-09-13 06:57:57.581524,"6.218514919281006,-5.766668796539307","0.0,5.423272132873535,0.8658016324043274,0.0,7.115101337432861,3.42580509185791,3.465426206588745,1.7383002042770386,0.0,3.1275172233581543,0.0,4.148343563079834,0.0,5.230778694152832,3.571300506591797,0.0","0.0,0.0,0.0,0.0,3.0864341259002686,0.0,0.0,3.729555368423462,0.0,2.9190778732299805,0.0,0.0,6.302183628082275,7.209953308105469,0.0,6.0054216384887695","0.0,5.6281561851501465,0.0,0.0,7.748506546020508,3.626509666442871,0.0,0.0,8.966503143310547,0.0,4.716846942901611,0.0,1.2058573961257935,3.628164768218994,6.037924289703369,4.4759440422058105"
8943,94 94 314 314 191 314 314 191,0,2005-09-15-04.16.31.391899,2005-09-15 04:16:32.431592,"6.044726848602295,-5.5574631690979","0.0,5.0718994140625,0.7221364974975586,0.0,6.499825954437256,3.098686933517456,3.22408127784729,1.7075926065444946,0.0,3.3773131370544434,0.0,4.109663963317871,0.0,5.530707836151123,3.549020290374756,0.0","0.0,0.0,0.0,0.0,3.049503803253174,0.0,0.0,3.357348680496216,0.0,2.928828477859497,0.0,0.0,5.7721357345581055,7.447766304016113,0.0,5.690438747406006","0.0,4.992812633514404,0.0,0.0,8.034171104431152,3.484210729598999,0.0,0.0,8.661238670349121,0.0,4.239724636077881,0.0,1.1649278402328491,3.7255051136016846,6.332815170288086,4.30149507522583"
8235,94 94 314 314 191 191,0,2005-09-02-07.10.39.649221,2005-09-02 07:10:40.221911,"6.276220798492432,-5.707714557647705","0.0,5.374070644378662,0.5980734825134277,0.0,7.17237663269043,3.4207098484039307,3.4436399936676025,1.9472771883010864,0.0,3.4499175548553467,0.0,4.10209846496582,0.0,5.719673156738281,3.3293657302856445,0.0","0.0,0.0,0.0,0.0,3.049503803253174,0.0,0.0,3.5995233058929443,0.0,2.928828477859497,0.0,0.0,5.802066326141357,7.854002475738525,0.0,6.141048908233643","0.0,5.302915573120117,0.0,0.0,8.198332786560059,3.711900234222412,0.0,0.0,8.851043701171875,0.0,4.39320707321167,0.0,1.0342353582382202,3.7437942028045654,6.541196823120117,4.235482215881348"
8478,276 276 276 276 276 276 276 276,1,2005-09-04-11.19.02.171236,2005-09-04 11:19:02.596556,"-5.5747199058532715,3.8678088188171387","2.1759493350982666,0.0,0.03805442526936531,2.696465253829956,0.0,0.0,0.0,0.0,0.8298445343971252,0.0,2.9297239780426025,0.1394547075033188,2.9648020267486572,0.0,0.0,4.972376823425293","3.6128878593444824,5.189960956573486,6.100663185119629,2.0455374717712402,0.0,6.357624530792236,5.427178382873535,0.0,4.374606132507324,0.0,2.608441114425659,7.917891502380371,0.0,0.23654507100582123,2.726590633392334,0.0","2.5265274047851562,0.0,3.6081600189208984,0.0,1.4326313734054565,0.0,2.4806997776031494,0.0,0.0,0.6766305565834045,0.029706653207540512,0.0,0.0,0.0,0.0,0.0"
6185,259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 259 167 167 259 167 259 167,0,2005-08-04-14.37.53.468647,2005-08-04 14:38:00.024268,"5.875059604644775,-5.415918350219727","0.0,4.938602447509766,0.6771420836448669,0.0,6.30801248550415,3.006014108657837,3.2498202323913574,1.698940634727478,0.0,3.146761417388916,0.0,4.13040828704834,0.0,4.9834442138671875,3.4987685680389404,0.0","0.0,0.0,0.0,0.0,3.0102059841156006,0.0,0.0,3.3167903423309326,0.0,2.7687251567840576,0.0,0.0,5.666966915130615,7.07887077331543,0.0,5.419921398162842","0.0,5.009803295135498,0.0,0.0,7.668178558349609,3.6108875274658203,0.0,0.0,8.23109245300293,0.0,4.244561195373535,0.0,1.0768632888793945,3.713022470474243,6.044498443603516,3.9984781742095947"
8408,118 118 118 118 118 118 118 118,0,2005-09-03-06.35.27.284271,2005-09-03 06:35:27.456253,"6.015870094299316,-5.537240028381348","0.0,4.994629859924316,0.5726571679115295,0.0,6.580574989318848,3.141472101211548,3.475407361984253,1.689831018447876,0.0,3.1787497997283936,0.0,4.0311598777771,0.0,5.258883953094482,3.472972869873047,0.0","0.0,0.0,0.0,0.0,3.0382277965545654,0.0,0.0,3.5658035278320312,0.0,2.8303089141845703,0.0,0.0,5.776688575744629,7.261617183685303,0.0,5.605162143707275","0.0,5.130070686340332,0.0,0.0,7.771749496459961,3.6175143718719482,0.0,0.0,8.564695358276367,0.0,4.3828558921813965,0.0,0.9364176392555237,3.7104809284210205,6.2774248123168945,4.155723571777344"
8815,48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48,0,2005-09-10-23.40.52.145413,2005-09-10 23:41:02.186720,"5.137922286987305,-4.780853748321533","0.0,4.765228748321533,0.6382344365119934,0.0,6.022466659545898,2.7778639793395996,2.9466607570648193,1.4799246788024902,0.0,2.4192254543304443,0.0,3.2127132415771484,0.0,4.067503452301025,3.584779977798462,0.0","0.0,0.0,0.0,0.0,2.6827001571655273,0.0,0.0,3.1238348484039307,0.0,2.4566121101379395,0.0,0.0,5.345203399658203,5.630771636962891,0.0,4.897282123565674","0.0,4.852555751800537,0.0,0.0,5.297088623046875,3.098470687866211,0.0,0.0,7.727330684661865,0.0,3.9861857891082764,0.0,1.1129846572875977,2.45306658744812,5.010495185852051,3.75437593460083"
3630,94 94 314 314 314 314 314 314 314 314 314 314 314 314 191,0,2005-07-07-23.48.04.279885,2005-07-07 23:48:05.407904,"5.876368045806885,-5.404236793518066","0.0,4.830540180206299,0.7898716330528259,0.0,6.372586250305176,2.8476409912109375,3.22408127784729,1.6570780277252197,0.0,3.329159736633301,0.0,4.03605842590332,0.0,5.483469009399414,3.3293657302856445,0.0","0.0,0.0,0.0,0.0,3.049503803253174,0.0,0.0,3.2186062335968018,0.0,2.928828477859497,0.0,0.0,5.170935153961182,7.3928303718566895,0.0,5.601592540740967","0.0,4.875988006591797,0.0,0.16332915425300598,8.013640403747559,3.4337308406829834,0.0,0.0,8.468192100524902,0.0,4.012838840484619,0.0,1.2832844257354736,3.6902663707733154,6.233766078948975,3.8810296058654785"
2222,208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208,0,2005-06-22-07.35.38.247073,2005-06-22 07:35:44.197687,"3.1223628520965576,-3.3220221996307373","0.0,2.937291145324707,1.105194091796875,0.0,3.4501614570617676,1.8112705945968628,1.5229873657226562,0.690284788608551,0.0,1.4309604167938232,0.0,2.333984375,0.0,3.2021563053131104,1.9433238506317139,0.0","0.0,0.0,0.0,0.0,1.6780779361724854,0.0,0.0,1.8392601013183594,0.0,0.7556156516075134,0.0,0.0,3.0128533840179443,4.407777786254883,0.0,3.3550660610198975","0.0,2.8456521034240723,0.0,0.0,4.8943891525268555,1.8340849876403809,0.0,0.0,5.219708442687988,0.0,2.4541664123535156,0.0,0.20374053716659546,1.5400516986846924,3.001727342605591,2.8834691047668457"
2653,259 167 259 167 259 259 167 167,0,2005-06-28-08.16.22.725537,2005-06-28 08:16:22.842931,"5.772952556610107,-5.339112758636475","0.0,4.940896034240723,0.5856360793113708,0.0,6.367382049560547,3.0062742233276367,3.2498202323913574,1.4943811893463135,0.0,3.0046730041503906,0.0,3.9600024223327637,0.0,4.899894714355469,3.4118897914886475,0.0","0.0,0.0,0.0,0.0,3.0102059841156006,0.0,0.0,3.4010043144226074,0.0,2.7687251567840576,0.0,0.0,5.709701061248779,6.820411682128906,0.0,5.1295294761657715","0.0,4.925910472869873,0.0,0.0,7.492936611175537,3.411344289779663,0.0,0.0,8.093896865844727,0.0,4.196909427642822,0.0,1.0281521081924438,3.5984885692596436,5.9732232093811035,4.089014053344727"
8557,94 314 191 94 314 191,0,2005-09-06-11.33.47.241748,2005-09-06 11:33:48.151830,"6.085187911987305,-5.612995147705078","0.0,5.107659816741943,0.6730313897132874,0.0,6.5375285148620605,3.261017322540283,3.3642375469207764,1.7033512592315674,0.0,3.355783700942993,0.0,4.0831756591796875,0.0,5.510663986206055,3.5339341163635254,0.0","0.0,0.0,0.0,0.0,3.2156245708465576,0.0,0.0,3.460991382598877,0.0,2.7733569145202637,0.0,0.0,5.914813041687012,7.402876853942871,0.0,5.6979570388793945","0.0,5.084114074707031,0.0,0.0,7.974274635314941,3.4648211002349854,0.0,0.0,8.694695472717285,0.0,4.3115363121032715,0.0,1.089638113975525,3.717923879623413,6.347551345825195,4.36483907699585"
7459,118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118 118,0,2005-08-22-07.45.14.318891,2005-08-22 07:45:50.150903,"5.5971527099609375,-5.1598968505859375","0.0,5.020782947540283,0.4344700574874878,0.0,6.580574989318848,3.141472101211548,3.475407361984253,1.4734838008880615,0.0,2.672245979309082,0.0,3.357311964035034,0.0,4.506019592285156,3.5538361072540283,0.0","0.0,0.0,0.0,0.0,3.0382277965545654,0.0,0.0,3.5658035278320312,0.0,2.8303089141845703,0.0,0.0,5.776688575744629,6.105904579162598,0.0,5.240044593811035","0.0,5.18401575088501,0.0,0.0,5.726758003234863,3.2025704383850098,0.0,0.0,8.273340225219727,0.0,4.3828558921813965,0.0,0.9364176392555237,2.816413402557373,5.385861396789551,4.155723571777344"
8917,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-13-12.30.14.769793,2005-09-13 12:30:50.137285,"-5.692512512207031,3.966958522796631","2.197356939315796,0.0,0.0,2.7138099670410156,0.0,0.0,0.0,0.0,0.8298445343971252,0.0,2.96219801902771,0.0,2.986708164215088,0.0,0.0,5.0122528076171875","3.533602714538574,5.250320911407471,6.149456977844238,2.0803048610687256,0.0,6.457988262176514,5.499523162841797,0.0,4.425166606903076,0.0,2.632080554962158,8.007068634033203,0.0,0.0,2.7422335147857666,0.0","2.5265274047851562,0.0,3.6828343868255615,0.0,0.0,0.0,2.5253491401672363,0.0,0.0,0.6766305565834045,0.0,0.0,0.0,0.0,0.0,0.0"
8629,219 219 219 219 219 219 219 219 219 219 219 219 219 219 219 219,0,2005-09-07-08.14.46.897318,2005-09-07 08:14:47.202327,"5.568971633911133,-5.113692760467529","0.0,4.45769739151001,0.7102558016777039,0.0,5.785956382751465,2.653484582901001,3.0223352909088135,1.6351516246795654,0.0,3.057565927505493,0.0,4.0664591789245605,0.0,4.944321155548096,3.397573232650757,0.0","0.0,0.0,0.0,0.0,2.7308716773986816,0.0,0.0,3.072829246520996,0.0,2.624215602874756,0.0,0.0,5.1032023429870605,6.942929744720459,0.0,5.137616157531738","0.0,4.681400299072266,0.0,0.009472605772316456,7.556634426116943,3.5524253845214844,0.0,0.0,7.927975177764893,0.0,3.7407703399658203,0.0,1.2158337831497192,3.630824565887451,5.849967956542969,3.5481503009796143"
8618,304 304 304 304 304 304 304 304 304 304 304 304 304 304 304 304,1,2005-09-07-07.47.52.518303,2005-09-07 07:47:52.748731,"-11.257023811340332,8.22581958770752","4.117856502532959,0.0,0.46280285716056824,6.499271869659424,0.0,0.0,0.0,0.0,2.6615450382232666,0.0,5.73759126663208,0.2027970254421234,6.0469536781311035,0.0,0.0,8.920486450195312","7.548334121704102,7.528013229370117,8.381634712219238,4.8608832359313965,0.0,11.979767799377441,11.304840087890625,0.0,8.921574592590332,0.0,7.243418216705322,11.821453094482422,0.0,0.2390526533126831,7.125194549560547,0.0","7.319925785064697,0.0,6.2089152336120605,0.0,1.4362915754318237,0.0,5.3066558837890625,0.0,0.0,3.376370429992676,0.031676288694143295,0.0,0.0,0.0,0.0,0.0"
4526,94 314 314 314 314 94 314 314 314 191 191,0,2005-07-14-18.51.31.226208,2005-07-14 18:51:31.678277,"6.134826183319092,-5.679497718811035","0.0,5.28427267074585,0.7672828435897827,0.0,7.03735876083374,3.3307859897613525,3.281665325164795,1.883451223373413,0.0,3.42779541015625,0.0,4.108658790588379,0.0,5.719459533691406,3.331364154815674,0.0","0.0,0.0,0.0,0.0,2.8261373043060303,0.0,0.0,3.489075183868408,0.0,2.5060439109802246,0.0,0.0,5.66382360458374,7.896341323852539,0.0,6.101147174835205","0.0,5.260242938995361,0.0,0.06934721767902374,8.181988716125488,3.709028482437134,0.0,0.0,8.841089248657227,0.0,4.3741254806518555,0.0,1.034132957458496,3.7353360652923584,6.524770736694336,4.16461706161499"
8618,304 304 304 304 304 304 304 304 304 304 304 304 304 304 304 304,1,2005-09-07-07.47.52.518303,2005-09-07 07:47:52.748731,"-11.257023811340332,8.22581958770752","4.117856502532959,0.0,0.46280285716056824,6.499271869659424,0.0,0.0,0.0,0.0,2.6615450382232666,0.0,5.73759126663208,0.2027970254421234,6.0469536781311035,0.0,0.0,8.920486450195312","7.548334121704102,7.528013229370117,8.381634712219238,4.8608832359313965,0.0,11.979767799377441,11.304840087890625,0.0,8.921574592590332,0.0,7.243418216705322,11.821453094482422,0.0,0.2390526533126831,7.125194549560547,0.0","7.319925785064697,0.0,6.2089152336120605,0.0,1.4362915754318237,0.0,5.3066558837890625,0.0,0.0,3.376370429992676,0.031676288694143295,0.0,0.0,0.0,0.0,0.0"
8689,94 314 191 94 314 191,0,2005-09-08-07.57.15.119794,2005-09-08 07:57:15.366357,"6.085187911987305,-5.612995147705078","0.0,5.107659816741943,0.6730313897132874,0.0,6.5375285148620605,3.261017322540283,3.3642375469207764,1.7033512592315674,0.0,3.355783700942993,0.0,4.0831756591796875,0.0,5.510663986206055,3.5339341163635254,0.0","0.0,0.0,0.0,0.0,3.2156245708465576,0.0,0.0,3.460991382598877,0.0,2.7733569145202637,0.0,0.0,5.914813041687012,7.402876853942871,0.0,5.6979570388793945","0.0,5.084114074707031,0.0,0.0,7.974274635314941,3.4648211002349854,0.0,0.0,8.694695472717285,0.0,4.3115363121032715,0.0,1.089638113975525,3.717923879623413,6.347551345825195,4.36483907699585"
10,208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208,0,2005-06-03-15.48.50.337546,2005-06-03 15:49:26.083776,"3.1223628520965576,-3.3220221996307373","0.0,2.937291145324707,1.105194091796875,0.0,3.4501614570617676,1.8112705945968628,1.5229873657226562,0.690284788608551,0.0,1.4309604167938232,0.0,2.333984375,0.0,3.2021563053131104,1.9433238506317139,0.0","0.0,0.0,0.0,0.0,1.6780779361724854,0.0,0.0,1.8392601013183594,0.0,0.7556156516075134,0.0,0.0,3.0128533840179443,4.407777786254883,0.0,3.3550660610198975","0.0,2.8456521034240723,0.0,0.0,4.8943891525268555,1.8340849876403809,0.0,0.0,5.219708442687988,0.0,2.4541664123535156,0.0,0.20374053716659546,1.5400516986846924,3.001727342605591,2.8834691047668457"
